Time,Cost
0.0,14137804.8
0.010526315789473684,49529574.4
0.021052631578947368,18245792.0
0.031578947368421054,3412384.0
0.042105263157894736,134839859.2
0.05263157894736842,535377900.8
0.06315789473684211,6769414.4
0.07368421052631578,229160556.8
0.08421052631578947,8525420.8
0.09473684210526316,10006777.6
0.10526315789473684,10130732.8
0.11578947368421053,12339820.8
0.12631578947368421,16303251.2
0.1368421052631579,24761977.6
0.14736842105263157,592667628.8
0.15789473684210525,18017753.6
0.16842105263157894,1673660691.2
0.17894736842105263,21454752.0
0.18947368421052632,28023974.4
0.2,30425740.8
