snap_time,measurement
0.000000000000000000e+00,9.999999999999998890e-01
2.000000000000000111e-01,9.800004058290001652e-01
4.000000000000000222e-01,9.218419262228659816e-01
6.000000000000000888e-01,8.309153916611260460e-01
8.000000000000000444e-01,7.157501314072982623e-01
1.000000000000000000e+00,5.872786842102009075e-01
1.200000000000000178e+00,4.577663494141310796e-01
1.400000000000000133e+00,3.394754764009909609e-01
1.600000000000000089e+00,2.432341960607813380e-01
1.800000000000000044e+00,1.771499952892534591e-01
2.000000000000000000e+00,1.457106395002632504e-01
