snap_time,measurement
0.000000000000000000e+00,9.999999999999998890e-01
5.000000000000000000e-01,8.795694625005288092e-01
1.000000000000000000e+00,5.767812154377377487e-01
1.500000000000000000e+00,2.367891452044982303e-01
2.000000000000000000e+00,2.321859473943654883e-02
2.500000000000000000e+00,4.121704075618237706e-02
3.000000000000000000e+00,2.823227546263897825e-01
3.500000000000000000e+00,6.283299438580529639e-01
4.000000000000000000e+00,9.115589808126522975e-01
4.500000000000000000e+00,9.972056043517023571e-01
5.000000000000000000e+00,8.444750683272721492e-01
