x,y
0.0,1
1.0,0.924957148153585
2.0,0.715335736915526
3.0,0.4203556742376072
4.0,0.19202873676755738
5.0,0.20528368556242427
6.0,0.388684077960994
7.0,0.5626367438557149
8.0,0.6328237710336219
9.0,0.6214776263195907
10.0,0.5862914511555346
