x,y,z,l
1.0,7,172032,84721
2.0,8,196608,249344
3.0,8,196608,372224
4.0,8,196608,495104
5.0,8,196608,617984
6.0,8,196608,740864
7.0,8,196608,863744
8.0,8,196608,986624
9.0,8,196608,1109504
10.0,8,196608,1232384
