x,y,z,l,m
2.1,0.6391382275967511,0.00441357217783339,16.5,20676854.833333332
2.1999999999999997,0.6085515177271866,0.0072396616072785075,17.166666666666668,26012927.833333332
2.3000000000000003,0.5762119684179586,0.007044184774638185,17.833333333333332,32421284.166666668
2.4,0.5383855001940097,0.006626288251426082,18.5,39462922.0
