snap_time,measurement
0.000000000000000000e+00,9.999999999999998890e-01
4.000000000000000222e-01,9.675002656250597521e-01
8.000000000000000444e-01,9.035517814389391056e-01
1.200000000000000178e+00,8.201409310464411462e-01
1.600000000000000089e+00,7.374401437448637742e-01
2.000000000000000000e+00,6.252442087898673062e-01
2.400000000000000355e+00,5.588136849642089121e-01
2.800000000000000266e+00,4.175681692210176377e-01
3.200000000000000178e+00,3.545893633023095015e-01
3.600000000000000089e+00,3.074979675378519683e-01
4.000000000000000000e+00,2.763932469207197595e-01
