x,y,errorbars
0.01,0.9999841636086759,1.348802913022518e-05
0.020000000000000004,0.9999501832746465,3.7123405562250345e-05
0.030000000000000006,0.999895440406171,7.360323689240072e-05
0.04000000000000001,0.9998242859604978,0.00010399278791290399
0.05000000000000001,0.9997483353314301,0.00012752791603723787
0.06000000000000001,0.9996643527727216,0.00015327192979136772
0.07,0.9995651102572747,0.00018497261944538232
0.08,0.999441527192299,0.00022900833945677898
0.09000000000000001,0.9993045836911003,0.00027778040531831736
0.1,0.9991554766837162,0.00031049288904445567
