x,y,z,l
0.25,4,159252480,64704
0.5,6,1843200000,434376
0.75,8,14386462720,1541632
1.0,11,32296140800,5338641
1.25,12,48444211200,8659008
1.5,12,66437775360,10387008
1.75,13,85060485120,15403167
2.0,15,114504499200,27037125
2.25,16,140928614400,36909056
2.5,18,169869312000,58384152
2.75,19,204010946560,75524449
3.0,20,214748364800,96088000
