x,y,z
2.0,16.2,142690222080
2.1,17.3,163263283200
2.2,18.0,169869312000
2.3,18.7,178803179520
2.4,19.1,198789038080
2.5,19.6,210453397504
2.6,20.1,215822106624
2.7,21.0,225485783040
2.8,21.5,230854492160
2.9,22.2,238370684928
