x,y,z,l
0.01,2,40960,3288
0.02,2,40960,6488
0.03,2,163840,9688
0.04,2,163840,12888
0.05,2,163840,16088
0.060000000000000005,2,163840,19288
0.06999999999999999,2,327680,22488
0.08,3,39813120,86697
0.09,3,39813120,97497
0.09999999999999999,3,39813120,108297
