x,y,z
1.0,12.0,58363740160
1.1,12.0,62746787840
1.2,12.0,60901294080
1.3,12.666666666666666,66283984213.33333333333333333
1.4,13.333333333333334,71666674346.66666666666666667
1.5,13.333333333333334,82334187520
1.6,13.666666666666666,94511650133.33333333333333333
1.7000000000000002,14.666666666666666,109219676160
1.8,15.0,120376524800
1.9,15.0,120376524800
2.0,16.333333333333332,147220070400
2.1,16.666666666666668,157286400000
2.2,17.333333333333332,163577856000
2.3,19.0,187275673600
2.4000000000000004,19.0,195510490453.3333333333333333
2.5,19.333333333333332,207590085973.3333333333333333
2.6,19.666666666666668,211169225386.6666666666666667
2.7,21.0,225485783040
2.8,21.0,225485783040
2.9000000000000004,22.0,236223201280
