x,y,z,l
0.1,3,59719680,35937
0.2,4,106168320,169664
0.30000000000000004,4,377487360,254144
0.4,5,471859200,661375
0.5,6,1769472000,1427976
0.6,6,1474560000,1713096
0.7000000000000001,7,4954521600,3173093
0.8,8,7927234560,5412352
0.9,7,6936330240,4078613
1.0,9,13872660480,9630819
1.1,10,26424115200,14531000
1.2000000000000002,10,29727129600,15851000
1.3000000000000003,12,39636172800,29671488
1.4000000000000001,12,43599790080,31952448
1.5000000000000002,12,60397977600,34233408
1.6,12,66437775360,36514368
1.7000000000000002,12,66437775360,38795328
1.8000000000000003,12,66437775360,41076288
1.9000000000000001,13,71974256640,55124927
2.0,13,77972111360,58024967
2.1,13,77972111360,60925007
2.2,13,85060485120,63825047
2.3000000000000003,14,91603599360,83338024
2.4000000000000004,14,106870865920,86960104
2.5000000000000004,15,114504499200,111412125
2.6,16,131533373440,140619776
2.7,15,123312537600,120322125
2.8000000000000003,16,140928614400,151433216
2.9000000000000004,17,160432128000,188123683
3.0000000000000004,17,160432128000,194608843
3.1,17,160432128000,196574043
