x,y,errorbars
0.1,1.0,0.0
0.19,0.9992832152336112,0.00011792961975132878
0.28,0.9969401739969801,0.0004742511804629533
0.37,0.9932070902225689,0.0009266991881334761
0.45999999999999996,0.9880978579940441,0.001258298722811317
0.5499999999999999,0.9809083234524956,0.0013486715888993263
0.64,0.9718942778616144,0.00178045354254193
0.73,0.9611144148052914,0.0022569968069331087
0.82,0.9482483817869702,0.0025799450213960413
0.9099999999999999,0.933206969023451,0.0034468983750200037
1.0,0.9173426737966445,0.00397412299071648
