x,y,z,l
0.1,3,768,4428
0.2,3,768,8748
0.30000000000000004,3,768,13068
0.4,4,1024,41216
0.5,4,1024,51456
0.6,4,1024,61696
0.7000000000000001,4,1024,71936
0.8,4,1024,82176
0.9,4,1024,92416
1.0,4,1024,102656
