x,y,errorbars
4.0,0.29787275809582503,0.0
4.2,0.3000020894233339,0.0036083870460697303
4.4,0.3069594337021975,0.003253955588110393
4.6,0.31648527897358536,0.004538879978884579
4.8,0.32631251888715784,0.006123597133330861
5.0,0.33816219800170855,0.008108533980159604
5.2,0.3464633553022783,0.008625201498344863
5.4,0.35675151981531794,0.008716699563212858
5.6,0.3703796094480757,0.009468767784885531
5.8,0.38422410763386144,0.007925987376585434
6.0,0.40121951859343774,0.006983434908727027
