Time,Cost
0.0,3.4
0.010101010101010102,3.9
0.020202020202020204,3.9
0.030303030303030304,3.9
0.04040404040404041,4.2
0.05050505050505051,4.1
0.06060606060606061,4.3
0.07070707070707072,4.7
0.08080808080808081,4.8
0.09090909090909091,5.1
0.10101010101010102,5.3
0.11111111111111112,5.4
0.12121212121212122,5.6
0.13131313131313133,5.7
0.14141414141414144,5.6
0.15151515151515152,5.9
0.16161616161616163,6.1
0.17171717171717174,6.1
0.18181818181818182,6.3
0.19191919191919193,6.4
0.20202020202020204,6.6
0.21212121212121213,6.6
0.22222222222222224,6.7
0.23232323232323235,6.7
0.24242424242424243,6.7
0.25252525252525254,6.8
0.26262626262626265,6.9
0.27272727272727276,6.9
0.2828282828282829,7.0
0.29292929292929293,6.9
0.30303030303030304,7.0
0.31313131313131315,7.0
0.32323232323232326,6.9
0.33333333333333337,7.0
0.3434343434343435,6.9
0.3535353535353536,7.2
0.36363636363636365,7.2
0.37373737373737376,7.3
0.38383838383838387,7.4
0.393939393939394,7.4
0.4040404040404041,7.7
0.4141414141414142,7.7
0.42424242424242425,7.8
0.43434343434343436,7.8
0.4444444444444445,8.0
0.4545454545454546,7.7
0.4646464646464647,7.6
0.4747474747474748,7.8
0.48484848484848486,8.2
0.494949494949495,8.3
0.5050505050505051,8.4
0.5151515151515152,8.3
0.5252525252525253,8.3
0.5353535353535354,8.4
0.5454545454545455,8.5
0.5555555555555556,8.6
0.5656565656565657,8.7
0.5757575757575758,8.7
0.5858585858585859,8.7
0.595959595959596,8.8
0.6060606060606061,8.8
0.6161616161616162,8.8
0.6262626262626263,8.9
0.6363636363636365,8.9
0.6464646464646465,8.9
0.6565656565656566,9.0
0.6666666666666667,9.0
0.6767676767676768,9.1
0.686868686868687,9.1
0.696969696969697,9.0
0.7070707070707072,9.0
0.7171717171717172,9.1
0.7272727272727273,9.2
0.7373737373737375,9.2
0.7474747474747475,9.2
0.7575757575757577,9.2
0.7676767676767677,9.2
0.7777777777777778,9.2
0.787878787878788,9.2
0.797979797979798,9.4
0.8080808080808082,9.4
0.8181818181818182,9.4
0.8282828282828284,9.4
0.8383838383838385,9.5
0.8484848484848485,9.5
0.8585858585858587,9.5
0.8686868686868687,9.6
0.8787878787878789,9.7
0.888888888888889,9.6
0.8989898989898991,9.7
0.9090909090909092,9.6
0.9191919191919192,9.7
0.9292929292929294,9.7
0.9393939393939394,9.7
0.9494949494949496,9.7
0.9595959595959597,10.0
0.9696969696969697,9.8
0.9797979797979799,9.9
0.98989898989899,10.0
1.0,10.2
