trotter1,trotter2,TEPAI
"[180.525, 361.05, 541.575, 722.1, 902.625, 1083.15, 1263.675, 1444.2, 1624.7250000000001, 1805.25, 1985.775, 2166.3, 2346.8250000000003, 2527.35, 2707.875, 2888.4, 3068.925, 3249.4500000000003, 3429.975, 3610.5, 3791.025, 3971.55, 4152.075, 4332.6, 4513.125, 4693.650000000001, 4874.175, 5054.7, 5235.225, 5415.75, 5596.275000000001, 5776.8, 5957.325, 6137.85, 6318.375, 6498.900000000001, 6679.425, 6859.95, 7040.475, 7221.0]","[240.525, 481.05, 721.575, 962.1, 1202.625, 1443.15, 1683.675, 1924.2, 2164.725, 2405.25, 2645.775, 2886.3, 3126.8250000000003, 3367.35, 3607.875, 3848.4, 4088.925, 4329.45, 4569.975, 4810.5, 5051.025000000001, 5291.55, 5532.075, 5772.6, 6013.125, 6253.650000000001, 6494.175, 6734.7, 6975.225, 7215.75, 7456.275000000001, 7696.8, 7937.325, 8177.85, 8418.375, 8658.9, 8899.425000000001, 9139.95, 9380.475, 9621.0]","[113.73986266706561, 227.47972533413122, 341.2195880011968, 454.95945066826243, 568.699313335328, 682.4391760023937, 796.1790386694593, 909.9189013365249, 1023.6587640035905, 1137.398626670656]"
