x,y
0.1,0.9992498745885001
0.2,0.9969996919119694
0.3,0.9932472504145884
0.4,0.9879874677803572
0.5,0.981213246250999
0.6,0.972916692690992
0.7,0.9630906598860529
0.7999999999999999,0.9517305638845315
0.8999999999999999,0.938836420046258
0.9999999999999999,0.9244150282950803
1.0999999999999999,0.9084822268455043
1.2,0.8910651244254204
1.3,0.8722042144689329
1.4,0.8519552723330535
1.5,0.8303909386891319
1.5999999999999999,0.8076018992153464
1.7,0.7836975825601274
1.8,0.7588063148054558
1.9,0.7330748883874179
2.0,0.7066675258979878
2.0999999999999996,0.6797642427830808
2.1999999999999997,0.6525586373868948
2.3,0.6252551597157884
2.4,0.5980659320996929
2.5,0.571207213627937
2.6,0.544895615900172
2.6999999999999997,0.5193441891048951
2.8,0.4947585040558287
2.9,0.47133285752283205
3.0,0.4492467244942613
3.0999999999999996,0.4286615714657194
3.1999999999999997,0.40971813025320253
3.3,0.3925342127147999
3.4,0.37720312379491555
3.5,0.36379270503136285
3.5999999999999996,0.3523450144399048
3.6999999999999997,0.34287662304482525
3.8,0.33537948507812504
3.9,0.3298223186411962
4.0,0.32615241790376565
