Time,Cost
0.0,[2.7 3.7 4.  4.  4.  4.  4.  4.  4.  4. ]
1.0,"[Decimal('614.4') Decimal('947.2') Decimal('1024') Decimal('1024')
 Decimal('1024') Decimal('1024') Decimal('1024') Decimal('1024')
 Decimal('1024') Decimal('1024')]"
