Time,Cost
0.0,[ 7.134 10.369 13.009 15.445 18.107 21.001 23.846 26.632 29.463 32.417]
1.0,"[Decimal('2453462809790341814681.6')
 Decimal('534874489993619186238095.36')
 Decimal('8184070755872872699642511.36')
 Decimal('71895115593568378912484884.48')
 Decimal('535840374700120797423756902.3')
 Decimal('3186565400202101281506816165')
 Decimal('1.352272180325343088720595647E+28')
 Decimal('4.853026238255074657917170876E+28')
 Decimal('1.477123163771575670392551682E+29')
 Decimal('3.987215142595207045462187249E+29')]"
