snap_time,measurement
0.000000000000000000e+00,9.999999999999998890e-01
2.500000000000000000e+00,6.025928478746543915e-01
5.000000000000000000e+00,4.452182434037527115e-02
7.500000000000000000e+00,2.191615448805501742e-01
1.000000000000000000e+01,8.405822031627721014e-01
1.250000000000000000e+01,9.270653626463991603e-01
1.500000000000000000e+01,3.191208236245535734e-01
1.750000000000000000e+01,4.590795697104910200e-03
2.000000000000000000e+01,4.826718071142009348e-01
2.250000000000000000e+01,9.829649968375875346e-01
2.500000000000000000e+01,7.226756625868866468e-01
