x,y
3.0,0.4172980196954359
3.1,0.39099589239127086
3.2,0.3667049228381907
3.3,0.34471637236531183
3.4,0.3252800432732176
3.5,0.30859677228963656
3.6,0.29481304043373197
3.7,0.2840179511484516
3.8,0.2762426496378853
3.9,0.27146205600875384
4.0,0.26959863315144894
