x,y,errorbars
0.0,1.0,0.0
0.2,0.9961513340329653,0.0015881730610464468
0.4,0.9858577376225115,0.004604014605138832
0.6000000000000001,0.9695692916172078,0.007409693967814
0.8,0.9461899987773948,0.011692851167239907
1.0,0.9164573077558502,0.016414825014133178
1.2000000000000002,0.8783188542895948,0.019593807035483496
1.4000000000000001,0.8324991353268292,0.01886254650739228
1.6,0.7828629266048772,0.020930929622709052
1.8,0.7249936086482813,0.028088682749420703
2.0,0.6597474028214476,0.02801366421624995
2.2,0.5965836147017832,0.03154847731839293
2.4000000000000004,0.5300827886765941,0.03380012762322811
2.6,0.4653981375274762,0.027930130767890058
2.8000000000000003,0.4128316043109047,0.02916832508388059
3.0,0.3684326543720198,0.027294250495202288
3.2,0.3345438384955528,0.024523598298825125
3.4000000000000004,0.31215963391331664,0.023369721711465806
3.6,0.3006159676405385,0.025323460437124627
3.8000000000000003,0.2981967053080909,0.024550626267950747
4.0,0.30123636715831587,0.02195124925177908
4.2,0.3075481300910264,0.02052025034990267
4.4,0.31851356572637596,0.01997527089019232
4.6000000000000005,0.33213074999495507,0.01874466783992576
4.800000000000001,0.3448054450597815,0.018695019663393143
5.0,0.3565731017024927,0.021231909861803167
5.2,0.36797351112102433,0.023255281625126027
5.4,0.3824727171993191,0.02737353095238826
5.6000000000000005,0.39601588882869126,0.02901974579141876
5.800000000000001,0.40879676295872674,0.02864386503304074
6.0,0.42066849069698276,0.029025916733947606
6.2,0.43659187225136337,0.028856905224850217
6.4,0.45224363230453185,0.027401269044549974
6.6000000000000005,0.46938572133621176,0.025411800842765918
6.800000000000001,0.48712499743523896,0.023147884409375312
7.0,0.504802418253431,0.02229780005195318
7.2,0.5206999929299314,0.01981222663813073
7.4,0.5316723973412965,0.017184877878694164
7.6000000000000005,0.42790823161049907,0.33085475580169665
7.800000000000001,0.5455875573939295,0.012468350269147452
8.0,0.5449679042942449,0.008627437347668049
8.200000000000001,0.5398600632859581,0.00919965005795417
8.4,0.5327241973791594,0.01058252573851023
8.6,0.5223691294701918,0.014023258658236181
8.8,0.5104239792328646,0.017381930421398253
9.0,0.49637852584687847,0.01983861544821964
9.200000000000001,0.48364996319628534,0.022014268628789732
9.4,0.47109176831276284,0.02399751743904639
9.600000000000001,0.46109890734018355,0.024876547229062504
9.8,0.45290887828456017,0.025234634903373996
10.0,0.36557960704821557,0.2634712150825671
