x,y,errorbars
0.1,1.0,0.0
0.19,0.9991781217233004,0.00016241161497479223
0.28,0.99680317102871,0.0003665961895612117
0.37,0.9930065371140188,0.0006433933989785085
0.45999999999999996,0.9877783318881125,0.0010168880753492068
0.5499999999999999,0.9816180488722024,0.0011747181956257861
0.64,0.9734125378141913,0.0013335662677543437
0.73,0.9642501849771031,0.0013869381836583707
0.82,0.9532776403529624,0.0015723460603537431
0.9099999999999999,0.9414757857456791,0.0018063895126978115
1.0,0.9290434945376296,0.002577388225954845
