x,y,z,l
0.1,3,170355936002055450136730998647749251944663883942108936342049548160257228800,326727
0.2,4,132618353005178247767745789041540786429771658905388157087727276255618059468800,1542464
0.3,4,40237390659941489100495314956603782312321830731590362328246735077260116413644800,2310464
0.4,5,1271700248017903853052691435665502255796838107072485525435946195034393802702848000,6012625
0.5,6,882129115798969361395421450064505282010508033424596642142226898823159920721920000000,12981816
0.6,7,60858668089971470813960860107773313024000000000000000000000000000000000000000000000000000000000000,24730643
0.7,8,1601515860876966540896184293130240000000000000000000000000000000000000000000000000000000000000000000000,43059712
0.7999999999999999,8,270828293480216752374336283091522821822190071389880320000000000000000000000000000000000000000000000000000,49203712
0.8999999999999999,9,171527482346038114953756274347018699271406149962688360528519765430058013290627190567559736852480000000000000000,78805629
0.9999999999999999,9,2340003930316828089613072456740615661844173987791828508660488467278031877774479997435304299260762152737001439232000,87553629
1.0999999999999999,10,198095570820472219226503488401321960791041184151689185918348230034119100763977142640025760783979864781968375808000000,132101000
1.2,10,10303485181976561396212803663388123827302916702035795625670531431361928085450798428616450998999130490754824981708800000,144101000
1.3,11,14102431620963402008278201227281476797042433359897657577119602723090583997478597304538862816727402377379840000000000000000,207770431
1.4,12,103879518636560773721692107254528735335357210017103281260032787915622605338570024787897873426786669297664000000000000000000,290478528
1.5,12,194233763769605795336733437857368321213180099401311208201979246023098760560988776049960523618770951860629012480000000000000,311214528
1.5999999999999999,11,185906749873623671884309025824225284786169741624243276522226424831288178931469823639224911326911533123635249152000000000000,255686431
1.7,11,5457249132986104881614158356330565837347806266076009432869021958409125612551238777062589667496427520000000000000000000000000,271658431
1.8,12,13768503442174067922208825672057156334969893212026198207259143446376261974096312628971852396154270515200000000000000000000000,373422528
1.9,13,204244423007519245180228229501390960078422349023719058318032711208483226590960828167030909223548066201600000000000000000000000000,501137897
2.0,14,2018044086885731894148013547589165479572599142907446737304601825970862915370438327103175721137921952239174287360000000000000000000000,658837144
2.0999999999999996,15,170793088747659799208322439029140762259094493650434341992050423687521513360363932775134890141062963511105788313600000000000000000000000,850840875
2.1999999999999997,15,1087685643279246655174757697723242259404858408185251033540727911263429899410317282671449470874743155974661698748416000000000000000000000,891340875
2.3,16,5322115792090043054394371671988730722394397617082077003490612444286937971985111877592962861403553122001121171519396040933376000000000000000,1130909696
2.4,17,86041800606849718939106703802688653391211611059178697573761402687970607892013246587905392122293530798386748554300120352423936000000000000000000,1415440213
2.5,18,243444143535184589389948058451523280853735789052753154114292751940929426245514402583681969599160577349841108147341459402732339200000000000000000,1750189032
2.6,18,733592843242185704634888122565974172215498471475930263514051819464854297838045632785648792318899061210458696426140558468055040000000000000000000,1820173032
2.6999999999999997,18,2315552898098490388237395308747755375619336765265723161329662469279406794461387543235271192173184568383793774587478540288000000000000000000000000,1890157032
2.8,18,13028956866699223829392066133255805820462351880271870879541185270629186044776723589444069750836682081518315039432376320000000000000000000000000000,1960141032
2.9,19,246739758089398762636820717100995935108424275352621020589840040273694695794801749032888015095655671106157423920440509936435200000000000000000000000,2387624759
3.0,20,33773626230118939810594455406157336374608292677499809561584165827741087140973183931411981487315132839743716766621656954552975360000000000000000000000,2880808000
3.0999999999999996,21,3119856129414601818611103662978493274847034103434886388922419057869201837361539751843592594527348089255174011924547589261569214644224000000000000000000,3446027361
3.1999999999999997,21,7514261159993205287719460726273876558852587717622601856952322050924526776053179367447972961422982648364235424869474961756499140935680000000000000000000,3557159361
3.3,22,163634529298625228918929944443428025756123314391076785345498827316042472309860641648573267982268088212964804216985135936981713793203568640000000000000000,4217683448
3.4,24,49343436485388806757575476031645183989323298252049601333992226754747941891197137731216698325569848271213282237869669196612212516454400000000000000000000000,5641588224
3.5,24,11719939972629863508306608082232282309637768973126437415834992465433867319492668100028482359392510383825580443814203711618695485718528000000000000000000000000,5807476224
3.5999999999999996,25,955257839539095069277409937749645008110800326393077947114424704042162075620214274083296923493364407261114560777186684037297285962438600032256000000000000000000,6751578125
3.6999999999999997,26,18463043294948826035851963930083912997354878236487756389704870099795297847441768557559386394637652841757462473207349404706564985356873295460302848000000000000000,7805519176
3.8,26,180839114037455623573801282798587145255897147494509212922148574493638830887063674741616772407646701404397782415611119109197004800000000000000000000000000000000000,8016431176
3.9,26,801107746252440292516321575285051340790025270290137464715785475270090955197582370792172005801968100512350565888514067366854787072000000000000000000000000000000000,8227343176
4.0,27,3800030283521329452752753725505612135998603539666476690341256935452053400596259515205680115611383084664189471782965673838877081600000000000000000000000000000000000,9449827983
