x,y,z,l
0.1,3,59719680,32697
0.2,4,106168320,154304
0.3,5,1638400000,451375
0.4,6,1105920000,1039176
0.5,5,786432000,751375
0.6,6,1474560000,1557576
0.7,8,3932160000,4306432
0.7999999999999999,9,12138577920,7006419
0.8999999999999999,8,10569646080,5535232
0.9999999999999999,10,17616076800,12011000
1.0999999999999999,11,29066526720,17583841
1.2,11,29066526720,19181041
1.3,12,31708938240,26975808
1.4,12,44040192000,29049408
1.5,12,55364812800,31123008
1.5999999999999999,12,60901294080,33196608
1.7,12,60901294080,35270208
1.8,12,66437775360,37343808
1.9,12,66437775360,39417408
2.0,13,77972111360,52752167
2.0999999999999996,14,83969966080,69178984
2.1999999999999997,14,98650030080,72471784
2.3,14,106870865920,75764584
2.4,15,114504499200,97237125
2.5,15,123312537600,101287125
2.6,15,123312537600,105337125
2.6999999999999997,16,131533373440,132755456
2.8,17,160432128000,165130843
2.9,17,160432128000,171026443
3.0,17,160432128000,176922043
3.0999999999999996,18,193273528320,217014552
3.1999999999999997,19,204010946560,263461049
3.3,20,214748364800,316888000
3.4,20,214748364800,326488000
3.5,20,214748364800,336088000
3.5999999999999996,21,225485783040,400177071
3.6999999999999997,21,225485783040,411290271
3.8,22,236223201280,485665928
3.9,23,246960619520,569549437
4.0,24,257698037760,663704064
